id,name,image_url
73910,BIB 3L - Umanu Rosé 2024,https://www.vinatis.com/73910-detail_default/bib-3l---umanu-rosé-2024.png
74277,N°26 - Uby Bio Rosé 2024 - UBY,https://www.vinatis.com/74277-detail_default/n°26---uby-bio-rosé-2024---uby.png
74717,Le Sens du Vent blanc 2024 - Flores,https://www.vinatis.com/74717-detail_default/le-sens-du-vent-blanc-2024---flores.png
73842,La Vieille Ferme Rosé 2024,https://www.vinatis.com/73842-detail_default/la-vieille-ferme-rosé-2024.png
67853,Cheval Noir 2022,https://www.vinatis.com/67853-detail_default/cheval-noir-2022.png
63848,Le Perreon 2022 - Domaine de la Madone,https://www.vinatis.com/63848-detail_default/le-perreon-2022---domaine-de-la-madone.png
72471,Côtes du Rhône 2023 - Domaine de la Janasse,https://www.vinatis.com/72471-detail_default/côtes-du-rhône-2023---domaine-de-la-janasse.png
68406,Crozes-Hermitage Blanc - Nobles Rives 2023 - Cave de Tain,https://www.vinatis.com/68406-detail_default/crozes-hermitage-blanc---nobles-rives-2023---cave-de-tain.png
77086,N°4 - Gros et Petit Manseng Doux 2024 - UBY,https://www.vinatis.com/77086-detail_default/n°4---gros-et-petit-manseng-doux-2024---uby.png
74522,Petit Pont Blanc Réserve 2024 -  Domaines Robert Vic Preignes le Vieux,https://www.vinatis.com/74522-detail_default/petit-pont-blanc-réserve-2024----domaines-robert-vic-preignes-le-vieux.png
67919,Riesling 2023 - Sophie Schaal,https://www.vinatis.com/67919-detail_default/riesling-2023---sophie-schaal.png
74636,Ambiance rosé 10° 2024 - Maison Chape,https://www.vinatis.com/74636-detail_default/ambiance-rosé-10°-2024---maison-chape.png
74878,L'Été Gascon Rosé 2024 - Domaine Pellehaut,https://www.vinatis.com/74878-detail_default/l'été-gascon-rosé-2024---domaine-pellehaut.png
70773,"Prosecco DOC Extra Dry ""I Fossili"" 2023 - Cantina Colli Euganei","https://www.vinatis.com/70773-detail_default/prosecco-doc-extra-dry-""i-fossili""-2023---cantina-colli-euganei.png"
70765,Maranges 1er Cru - Clos Des Loyères 2023 - Château de la Charrière (Yves Girardin),https://www.vinatis.com/70765-detail_default/maranges-1er-cru---clos-des-loyères-2023---château-de-la-charrière-(yves-girardin).png
74540,Côtes du Rhône 2024 - Sans Soufre Ajouté - Cave de Cairanne,https://www.vinatis.com/74540-detail_default/côtes-du-rhône-2024---sans-soufre-ajouté---cave-de-cairanne.png
68788,Cune Ecologico 2022 - CVNE,https://www.vinatis.com/68788-detail_default/cune-ecologico-2022---cvne.png
70745,"Héritage ""An 1189"" - Pic Saint Loup 2023 - Gérard Bertrand","https://www.vinatis.com/70745-detail_default/héritage-""an-1189""---pic-saint-loup-2023---gérard-bertrand.png"
67868,A Vue de Nez 2023  - Jeff Carrel,https://www.vinatis.com/67868-detail_default/a-vue-de-nez-2023----jeff-carrel.png
72273,Accord Parfait - Terrasses du Larzac 2022,https://www.vinatis.com/72273-detail_default/accord-parfait---terrasses-du-larzac-2022.png
73386,Rouge 2023 - Domaine de Bila-Haut,https://www.vinatis.com/73386-detail_default/rouge-2023---domaine-de-bila-haut.png
74389,Fernlands Sauvignon Blanc 2024 - Marisco Vineyards,https://www.vinatis.com/74389-detail_default/fernlands-sauvignon-blanc-2024---marisco-vineyards.png
17282,UBY Cub Rosé 5 L,https://www.vinatis.com/17282-detail_default/uby-cub-rosé-5-l.png
66634,Mouton Cadet Bio Rosé X Mathilde 2023 - Baron Philippe de Rothschild,https://www.vinatis.com/66634-detail_default/mouton-cadet-bio-rosé-x-mathilde-2023---baron-philippe-de-rothschild.png
76415,Cheverny Blanc 2024 - Domaine Maison,https://www.vinatis.com/76415-detail_default/cheverny-blanc-2024---domaine-maison.png
67946,Château Chauvelet 2018,https://www.vinatis.com/67946-detail_default/château-chauvelet-2018.png
74622,Jalade Rosé 2024 - Domaine de la Clapière,https://www.vinatis.com/74622-detail_default/jalade-rosé-2024---domaine-de-la-clapière.png
70101,Château Puy d'Amour- Sans Sulfites Ajoutés - Coup de Foudre 2022,https://www.vinatis.com/70101-detail_default/château-puy-d'amour--sans-sulfites-ajoutés---coup-de-foudre-2022.png
65987,Prosecco DOC Millesimato Biologico 2022 - Riccadonna,https://www.vinatis.com/65987-detail_default/prosecco-doc-millesimato-biologico-2022---riccadonna.png
65953,Mademoiselle 2022 - Château Auzias,https://www.vinatis.com/65953-detail_default/mademoiselle-2022---château-auzias.png
68762,Bourgueil - N°1 2023 - Domaine Alexis Boucard,https://www.vinatis.com/68762-detail_default/bourgueil---n°1-2023---domaine-alexis-boucard.png
73539,Rosé Argali 2024 - Puech Haut,https://www.vinatis.com/73539-detail_default/rosé-argali-2024---puech-haut.png
64080,Les Hauts de Smith 2018 - Second Vin du Château Smith Haut Lafitte,https://www.vinatis.com/64080-detail_default/les-hauts-de-smith-2018---second-vin-du-château-smith-haut-lafitte.png
76911,L'Escampe Rosé - Artesans,https://www.vinatis.com/76911-detail_default/l'escampe-rosé---artesans.png
69236,Adunatio 2023 -  M. Chapoutier,https://www.vinatis.com/69236-detail_default/adunatio-2023----m.-chapoutier.png
72746,Syrah 2023  - Domaine Gayda,https://www.vinatis.com/72746-detail_default/syrah-2023----domaine-gayda.png
74396,BIB 5L - Gris Marin 2024,https://www.vinatis.com/74396-detail_default/bib-5l---gris-marin-2024.png
63804,Bouteille à la Mer 2020 - Xavier Vignon,https://www.vinatis.com/63804-detail_default/bouteille-à-la-mer-2020---xavier-vignon.png
65135,Réserve Mouton Cadet Pessac Léognan 2021 - Baron Philippe de Rothschild,https://www.vinatis.com/65135-detail_default/réserve-mouton-cadet-pessac-léognan-2021---baron-philippe-de-rothschild.png
76601,Cuvée rouge 2022 - Château Salitis,https://www.vinatis.com/76601-detail_default/cuvée-rouge-2022---château-salitis.png
68770,Les Gravels 2020 - Domaine Rotier,https://www.vinatis.com/68770-detail_default/les-gravels-2020---domaine-rotier.png
64527,Château Terre Blanque 2020,https://www.vinatis.com/64527-detail_default/château-terre-blanque-2020.png
76914,Accord Parfait - Fitou 2022,https://www.vinatis.com/76914-detail_default/accord-parfait---fitou-2022.png
74899,Lou Rosé by Peyrassol 2024,https://www.vinatis.com/74899-detail_default/lou-rosé-by-peyrassol-2024.png
